# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247000		0.008951967206558054
0.5		0.5		1.0		-1		247000		0.01549531782779367
0.5		0.5		1.0		1		247000		0.00705890088253396
0.5		0.5		1.0		2		247000		0.006076073504867547
0.5		0.5		1.0		3		247000		0.010031199244794705
0.5		0.5		1.0		4		247000		0.004852090593495846
0.5		1.0		1.0		-1		247000		0.012906799422316676
0.5		1.0		1.0		1		247000		0.006002697389968575
0.5		1.0		1.0		2		247000		0.00518421639914103
0.5		1.0		1.0		3		247000		0.008445691268291984
0.5		1.0		1.0		4		247000		0.004181603155460967
0.5		2.0		1.0		-1		247000		0.010860368335675009
0.5		2.0		1.0		1		247000		0.005167232586161324
0.5		2.0		1.0		2		247000		0.004475751033092731
0.5		2.0		1.0		3		247000		0.00720719760452298
0.5		2.0		1.0		4		247000		0.003641578926286603
1.0		0.5		1.0		-1		247000		0.01074776856874405
1.0		0.5		1.0		1		247000		0.005162422793306778
1.0		0.5		1.0		2		247000		0.004482493221225718
1.0		0.5		1.0		3		247000		0.007218056523407858
1.0		0.5		1.0		4		247000		0.00361461851618976
1.0		1.0		1.0		1		247000		0.0043893152633085325
1.0		1.0		1.0		2		247000		0.0038240047643216916
1.0		1.0		1.0		3		247000		0.006076073504867547
1.0		1.0		1.0		4		247000		0.0031142701427990128
1.0		2.0		1.0		-1		247000		0.007533433441872273
1.0		2.0		1.0		1		247000		0.003777878860386996
1.0		2.0		1.0		2		247000		0.003301004068286973
1.0		2.0		1.0		3		247000		0.00518421639914103
1.0		2.0		1.0		4		247000		0.0027114080539423456
2.0		0.5		1.0		-1		247000		0.007764796684370227
2.0		0.5		1.0		1		247000		0.0038633397635887867
2.0		0.5		1.0		2		247000		0.003378971567225755
2.0		0.5		1.0		3		247000		0.005325808436917149
2.0		0.5		1.0		4		247000		0.0027479405033707517
2.0		1.0		1.0		-1		247000		0.006467516311839901
2.0		1.0		1.0		1		247000		0.0032843551539006016
2.0		1.0		1.0		2		247000		0.0028822393156981803
2.0		1.0		1.0		3		247000		0.004482493221225718
2.0		1.0		1.0		4		247000		0.002366989730461772
2.0		2.0		1.0		-1		247000		0.005443148025243308
2.0		2.0		1.0		1		247000		0.0028265088285136164
2.0		2.0		1.0		2		247000		0.0024877672419174484
2.0		2.0		1.0		3		247000		0.0038240047643216916
2.0		2.0		1.0		4		247000		0.002060347704765898
1.0		1.0		1.0		-1		247000		0.008951967206558054
1.0		1.0		1.0		-1		247001		0.009434487302519985
1.0		1.0		1.0		-1		247002		0.009968238554100266
1.0		1.0		1.0		-1		247003		0.009020253855608286
1.0		1.0		1.0		-1		247004		0.008086139694291455
1.0		1.0		1.0		-1		247005		0.011773372066991644
1.0		1.0		1.0		-1		247006		0.008620324263170021
1.0		1.0		1.0		-1		247007		0.008137895735843148
1.0		1.0		1.0		-1		247008		0.009229440736322033
1.0		1.0		1.0		-1		247009		0.009453574589245102
1.0		1.0		1.0		-1		247010		0.01015501585275085
1.0		1.0		1.0		-1		247011		0.008167179927872744
1.0		1.0		1.0		-1		247012		0.009611830707658444
1.0		1.0		1.0		-1		247013		0.00774402190296417
1.0		1.0		1.0		-1		247014		0.010058694140496555
1.0		1.0		1.0		-1		247015		0.009066857469454518
1.0		1.0		1.0		-1		247016		0.006967374493908752
1.0		1.0		1.0		-1		247017		0.008164931983130777
1.0		1.0		1.0		-1		247018		0.009458157817350803
1.0		1.0		1.0		-1		247019		0.008644574232929312
1.0		1.0		1.0		-1		247020		0.008040682994936483
1.0		1.0		1.0		-1		247021		0.009097180456647374
1.0		1.0		1.0		-1		247022		0.008927228992210576
1.0		1.0		1.0		-1		247023		0.012009535073039855
1.0		1.0		1.0		-1		247024		0.010393664669432966
1.0		1.0		1.0		-1		247025		0.010384365763763125
1.0		1.0		1.0		-1		247026		0.00822122643997355
1.0		1.0		1.0		-1		247027		0.0074237976017803246
1.0		1.0		1.0		-1		247028		0.007807396586424349
1.0		1.0		1.0		-1		247029		0.011233139986476418
1.0		1.0		1.0		-1		247030		0.010180546463146836
1.0		1.0		1.0		-1		247031		0.008941807730653053
1.0		1.0		1.0		-1		247032		0.008313793946763534
1.0		1.0		1.0		-1		247033		0.0074481695275163875
1.0		1.0		1.0		-1		247034		0.009814408937499066
1.0		1.0		1.0		-1		247035		0.0074096190859810306
1.0		1.0		1.0		-1		247036		0.00934240434563624
1.0		1.0		1.0		-1		247037		0.008518177139262758
1.0		1.0		1.0		-1		247038		0.009121463933267994
1.0		1.0		1.0		-1		247039		0.008638857150024735
1.0		1.0		1.0		-1		247040		0.008049707616399645
1.0		1.0		1.0		-1		247041		0.009654200164876886
1.0		1.0		1.0		-1		247042		0.00873915350941371
1.0		1.0		1.0		-1		247043		0.009229003719688721
1.0		1.0		1.0		-1		247044		0.00731840207672147
1.0		1.0		1.0		-1		247045		0.008222821067538437
1.0		1.0		1.0		-1		247046		0.007512808735234756
1.0		1.0		1.0		-1		247047		0.007753091104779786
1.0		1.0		1.0		-1		247048		0.009342977443535756
1.0		1.0		1.0		-1		247049		0.007797382083069632
1.0		1.0		1.0		-1		247050		0.009178531535686532
1.0		1.0		1.0		-1		247051		0.009483617428485332
1.0		1.0		1.0		-1		247052		0.007842946940792026
1.0		1.0		1.0		-1		247053		0.010152992356518032
1.0		1.0		1.0		-1		247054		0.007295738630392643
1.0		1.0		1.0		-1		247055		0.006280095250605704
1.0		1.0		1.0		-1		247056		0.011436975801018231
1.0		1.0		1.0		-1		247057		0.010948275805330898
1.0		1.0		1.0		-1		247058		0.008625313070226147
1.0		1.0		1.0		-1		247059		0.009885716034028973
1.0		1.0		1.0		-1		247060		0.00905750921980888
1.0		1.0		1.0		-1		247061		0.008229098188107955
1.0		1.0		1.0		-1		247062		0.00837493758336526
1.0		1.0		1.0		-1		247063		0.007805772321195828
1.0		1.0		1.0		-1		247064		0.008640068539194459
1.0		1.0		1.0		-1		247065		0.007689426706419404
1.0		1.0		1.0		-1		247066		0.008437564966982392
1.0		1.0		1.0		-1		247067		0.008901917956408914
1.0		1.0		1.0		-1		247068		0.009573064185611628
1.0		1.0		1.0		-1		247069		0.008239692638701418
1.0		1.0		1.0		-1		247070		0.007917816354450413
1.0		1.0		1.0		-1		247071		0.010572620979764793
1.0		1.0		1.0		-1		247072		0.008832781178004002
1.0		1.0		1.0		-1		247073		0.009579395796045352
1.0		1.0		1.0		-1		247074		0.009482081237244241
1.0		1.0		1.0		-1		247075		0.008528374643255218
1.0		1.0		1.0		-1		247076		0.008448591610701146
1.0		1.0		1.0		-1		247077		0.008471385244799295
1.0		1.0		1.0		-1		247078		0.008507047807001806
1.0		1.0		1.0		-1		247079		0.010671605933814825
1.0		1.0		1.0		-1		247080		0.012616263815839666
1.0		1.0		1.0		-1		247081		0.008933945942576403
1.0		1.0		1.0		-1		247082		0.00866961638409344
1.0		1.0		1.0		-1		247083		0.008485418076057598
1.0		1.0		1.0		-1		247084		0.009173708603723721
1.0		1.0		1.0		-1		247085		0.008764676142415405
1.0		1.0		1.0		-1		247086		0.008073103849194685
1.0		1.0		1.0		-1		247087		0.009943244747505985
1.0		1.0		1.0		-1		247088		0.010102800910370077
1.0		1.0		1.0		-1		247089		0.009739923721746178
1.0		1.0		1.0		-1		247090		0.008483934444407468
1.0		1.0		1.0		-1		247091		0.011057021899613011
1.0		1.0		1.0		-1		247092		0.009864867216983928
1.0		1.0		1.0		-1		247093		0.009956500077652548
1.0		1.0		1.0		-1		247094		0.009512199743319016
1.0		1.0		1.0		-1		247095		0.008505537964121792
1.0		1.0		1.0		-1		247096		0.010926201333724224
1.0		1.0		1.0		-1		247097		0.005722087206350833
1.0		1.0		1.0		-1		247098		0.009404600027310377
1.0		1.0		1.0		-1		247099		0.007805874177943676
1.0		1.0		1.0		-1		247100		0.008238399293633824

#***************************************************************************
#
# original cross-section: 0.008951967206558054
#     scale variation: +73.1% -39.2%
#     central scheme variation: + 0% -65.2%
# PDF variation: +13.3% -13.3%
